Title,Date,URL,Content,Category,Sentiment
Greenpreneurs Initiative Launched,08/06/2025,https://tvwan.com.pg/news/4773,"The PNG Greenpreneurs Initiative, launched this week in Port Moresby, marks a significant step forward in supporting inclusive, climate-resilient economic growth in Papua New Guinea.
A joint partnership between the Government of Papua New Guinea, the Australian Government, and the Global Green Growth Institute (GGGI), the initiative is delivered under the Australian Government-funded Climate Finance for Resilience, Innovation and Sustainable Transition (Climate FIRST) project.
Over the next three years, the PNG Greenpreneurs Initiative aims to empower more than 250 aspiring green entrepreneurs across seven provinces—Eastern Highlands, Enga, Manus, Milne Bay, Morobe, New Ireland, and Chimbu—through tailored support and capacity building.
Speaking at the launch, Dr Cate Rogers, Minister-Counsellor for Economics and Infrastructure at the Australian High Commission, officially opened the Call for Applications for the PNG Greenpreneurs Incubator Program.
“We are proud to launch this exciting opportunity for emerging green entrepreneurs in our partner provinces,” said Dr Rogers. “The incubator program will provide targeted support to help participants grow their climate-smart business ideas in alignment with PNG’s SME Policy.”
As part of the Climate FIRST project, the PNG Greenpreneurs Initiative focuses on accelerating the growth of climate-smart micro, small, and medium-sized enterprises (MSMEs), creating green jobs and promoting sustainable development.
The launch event featured opening remarks from key representatives of the Climate Change and Development Authority (CCDA), the Australian High Commission, and GGGI. A high-level panel discussion followed, addressing the theme: “The Challenges and Future of Green Entrepreneurship in PNG.” Panelists included government officials, financial institutions, implementing partners, and an MSME entrepreneur from the Pacific Green Entrepreneurs Network alumni.
One of the event’s major highlights was the formal announcement of the PNG Greenpreneurs Incubator Call for Applications, inviting early-stage entrepreneurs in the target provinces to apply and benefit from the incubator program’s tailored support.
Beyond entrepreneur support, the Climate FIRST project also works to strengthen PNG’s ability to develop and finance bankable climate projects, mobilizing both public and private investment. The initiative places a strong emphasis on gender equality, disability, and social inclusion, and youth participation across all activities.",Development,Trust
Puma Energy Reopens Madang Retail Site,07/06/2025,https://tvwan.com.pg/news/4770,"After nearly seven months of closure, the Madang town retail fuel site has officially reopened, bringing relief to vehicle owners, commuters, and transport operators who rely heavily on fuel access in the area.
The reopening marks a significant milestone for Puma Energy PNG, in partnership with Victory No. 8 Ltd, as they reaffirm their commitment to energizing the heart of Madang town and supporting the broader community, including those traveling along the critical Highlands Highway.
The site’s closure had posed logistical challenges, especially for public motor vehicle (PMV) operators, who were forced to seek alternative refuelling options, often at increased cost and inconvenience. With the return of services, transport operations are expected to normalize, easing the burden on both business and everyday travel.
In a statement, Puma Energy said the reopening reflects their unwavering dedication to delivering world-class retail fuel standards across Papua New Guinea. The refurbished site is expected to improve customer service and enhance the overall refuelling experience for motorists in the region.
This development also underscores Puma Energy’s strategy of strengthening partnerships with local businesses and communities to drive regional economic activity and resilience.
The Madang retail site's reopening is not only a logistical victory—it also represents a renewed energy for a town eager to move forward.",Business,Joy
Filipino firm eyes major investments in PNG,07/06/2025,https://tvwan.com.pg/news/4767,"The management team from a Filipino multi-billion-kina company, Century Peak Holdings Limited Corporation, visited Papua New Guinea (PNG) this week to assess major investment opportunities in the country. Their specific interest is to start a 10,000 hectares rice farm, invest in property within the Paga Hill Special Economic Zone, also expressing interest to invest in manufacturing and the mining sector as they own and operate a Nickel Mine in the Philippines.
The Company has five subsidiaries namely, Century Peak Corporation, Century Peak Mineral Development Corporation, Century Peak Cement Manufacturing Corporation, Century Sidewide Smelting Incorporated, and Century Hua Guang Smelting Incorporated. They plan to expand their operations to PNG. They have established a country office in PNG and have registered their company and are now looking at establishing a major business operation in PNG.
They called in on the Minister for International Trade and Investment, Richard Maru, on Friday 6 June, and also met with the Managing Director for the Mineral Resources Authority, Jerry Garry as they are keen to know the investment opportunities available in the mining industry.
The company is about to secure 10,000 hectares at Brown River in the Central Province to start the first large-scale mechanized commercial rice farm in PNG. They have been working with the landowners and the Department of Lands and Physical Planning over 12 months.
“They are ready to start but the biggest holdup has been the slowness of the Department of Lands and Physical Planning in assisting the landowners to get the State title over their land so they can arrange a long-term lease and enter into a mutually benefiting project agreement with the State, the Central Provincial Government and the landowners. I have reached out to the Deputy Prime Minister and the Minister for Lands and Physical Planning, Hon. John Rosso, to help us resolve the land issue so we can start the first large-scale commercial mechanized rice farm in PNG before September 16. This project will be developed as the Central Rice Special Economic Zone,” said Minister Maru.",Business,Anticipation
K92 Mine reports more high-grade discovery,07/06/2025,https://tvwan.com.pg/news/4766,"K92 Mining Limited (K92), has reported that new high-grade results have been recorded from its surface and underground drilling programs at Kora, Kora South, Judd and Judd South deposits, as well as the Kora and Judd Deeps targets.
The mine in a statement reported that drilling at the K2 Vein has significantly extended a previously interpreted narrow zone into a broad high-grade dilatant zone, located approximately 100 metres from current underground infrastructure, further expanding the potential for bulk mining near-term.
These dilatant zones represent opportunities for bulk mining close to the twin incline and are expected to support near-term production as part of the Stage 3 Expansion.
Key intercepts from the expanded zone include 12.80 metres at 31.89 g/t gold equivalent (“AuEq”) (25.97 g/t gold, 58 g/t silver and 3.35% copper) and 10.10 metres at 16.29 g/t AuEq (14.01 g/t gold, 82 g/t silver and 0.84% copper).
Drilling has also continued to successfully extend high-grade zones up-dip from the main mining areas at Kora and Judd. At the K2 Vein, intersections of 7.17 metres at 39.50 g/t AuEq (37.93 g/t gold, 69 g/t silver and 0.50% copper) and 4.00 metres at 43.89 g/t AuEq (39.23 g/t gold, 72 g/t silver and 2.44% copper) were recorded.
At the K1 Vein, high-grade extensions included 4.08 metres at 30.95 g/t AuEq (30.29 g/t gold, 30 g/t silver and 0.21% copper) and 2.80 metres at 28.67 g/t AuEq (27.91 g/t gold, 18 g/t silver and 0.36% copper).
In the Judd J1 Vein, strong mineralization was intercepted both above and below the main mine. Above the main mine, results included 6.10 metres at 20.03 g/t AuEq (19.02 g/t gold, 7 g/t silver and 0.59% copper), and below the main mine, 2.20 metres at 16.13 g/t AuEq (10.00 g/t gold, 109 g/t silver and 3.11% copper) was returned.
Notably, a new high-grade copper zone has been delineated to the south at the K2 Vein over a vertical extent of over 300 metres.
Drilling has recorded several broad and high-grade copper intersections, including 10.05 metres at 12.25 g/t gold equivalent, consisting of 0.97 g/t gold, 84 g/t silver and 6.58% copper; 21.86 metres at 8.56 g/t gold equivalent, with 4.05 g/t gold, 41 g/t silver and 2.58% copper; and 11.70 metres at 15.85 g/t gold equivalent, containing 7.43 g/t gold, 162 g/t silver and 4.17% copper.
In the K1 Vein, to the south of the current resource, high-grade copper mineralization was also recorded, highlighted by 26.15 metres at 20.22 g/t AuEq, including 7.32 g/t gold, 165 g/t silver and 7.01% copper.
John Lewins, Chief Executive Officer of K92 Mining, commented: “The latest drilling results at Kora and Judd further reinforce the substantial potential for high-grade resource growth at Kainantu. At Kora’s K2 Vein, drilling has significantly expanded the previously interpreted dilatant zone up-dip, returning broad, high-grade intercepts in areas previously interpreted as narrow vein. Importantly, this dilatant zone is located near mine infrastructure, offering meaningful near-term bulk mining potential to support the Stage 3 Expansion ramp- up. Drilling has also continued to extend high-grade mineralization in multiple areas, with many intersections recording grades well above the 2023 mineral resource estimate at the K1, K2 and J1 veins, in addition to defining a potential new high-grade zone at K1 to the north. At K2, to the south towards the A1 Porphyry, a significant high-grade copper zone with a vertical extent of over 300 metres has also been delineated – plans are in place to continue to expand this zone at higher drill density. Regionally, our program continues to ramp-up, with plans to have five rigs operating at Arakompa in the coming weeks. We are also expanding our drill fleet further, with two additional surface drill rigs on order. We look forward to providing further updates in due course.”",Business,Anticipation
TISA pays additional 7% bonus Interest,06/06/2025,https://tvwan.com.pg/news/4748,"The TISA Board has approved an interest payment of 7 per cent to all members for the year ending 31st December 2024, an equivalent to approximately K24.5 million kina.
This payment is expected to hit member Yumi accounts with TISA Bank today, and will be paid based on their general savings balances as of 31 December 2024.
The Chairman of the Board of Directors of TISA Group, Gabriel Tai announced that TISA Savings and Loans made a profit of K62.2 million after taxes and a robust balance sheet of K0.99 billion for the 2024 financial year, with a total income increase of K42 million in 2024 and a modest decrease in Assets by 2% to K0.99 billion compared to 2023.
In 2024, TISA Group achieved an overall profit of K22.7 million, with Total Group Assets increasing by 22% to K1.39 billion compared to the previous year.
“Although our insurance and banking verticals incurred losses, TISA still managed to generate profits at the Group level. TISA maintained strong financial and operational performance, continued to grow its member base, and reinvested earnings into technology, staff development, and member benefits.,” he continued.
He said their continued progress reflects the strategy, the trust of their members, and the dedication of their team. The good news again is that this performance means the members will receive an additional bonus interest.
“I am pleased to announce that the TISA Board has approved an Additional Bonus Interest of 7%, which will be credited to all our members’ Yumi Accounts with TISA Bank for the financial year ending 31 December 2024.”
This 7%, equivalent to approximately K24.5 million, will be paid to members based on their general savings balances as of 31 December 2024.
“Members will be able to access the 7% interest in their Yumi accounts tomorrow (today). This achievement shows our commitment to providing value and benefits to our members.
As we look at 2025 and beyond, our vision remains clear: To become a trusted financial Group that empowers every customer to thrive,” Mr. Tai added.
Mr. Tai extended sincere gratitude to their valued members and customers for their continued loyalty, trust, and support.
“I also thank our dedicated employees, whose hard work and commitment are the driving force behind our success, as well as our partners and stakeholders for your continued support.
TISA remains an organisation where values matter, and every investment is made with purpose.” Tai concluded.",Finance,Joy
R&A MARINE SERVICES LTD (RAMS) AND DIGICEL CELLMONI COLLABORATE TO OFFER EASY AND CONVENIENT SOLUTIO...,05/06/2025,https://tvwan.com.pg/news/4739,"Port Moresby, Papua New Guinea – 06th June 2025; Digicel PNG, the leading Telecommunications and Mobile Financial Services provider in Papua New Guinea, has taken another significant step toward advancing financial inclusion through a new partnership between Digicel CellMoni and R&A Marine Services Ltd (RAMS).
This collaboration, officially launched today, enables passengers and freight customers using RAMS vessels to conveniently pay for tickets and cargo electronically via the Digicel CellMoni wallet.
Customers no longer need to visit RAMS offices or agents in person. Instead, they can book tickets by calling the RAMS office at 7033 8169 and pay remotely, visit a RAMS agent to make a digital payment, or pay directly when boarding the vessel.
Thompson Sakyi, Managing Director of Digicel Financial Services Ltd, stated, “We are pleased to partner with RAMS to deliver secure and convenient digital payment solutions through CellMoni. This initiative reflects our ongoing commitment to investing in Papua New Guinea by offering innovative services that reach underserved and remote communities. RAMS customers who are also Digicel users will now enjoy the ease of digital payments for their travel needs.”
RAMS CEO, Mr. Demetri Allayialis, added, “As we celebrate 20 years of connecting remote areas across the New Guinea Islands region, this partnership with Digicel CellMoni is both timely and strategic.
Offering CellMoni as a payment option gives our customers greater flexibility and convenience. Transitioning to digital payments aligns with our goal of reducing operational costs, minimizing cash-handling risks, and enhancing the overall customer experience.”
There are no additional fees for using Digicel CellMoni, and customers will benefit from time and cost savings when choosing this digital payment method.",Business,Trust
Stop & Shop Celebrates 20 Years,05/06/2025,https://tvwan.com.pg/news/4729,"One of Papua New Guinea’s most iconic supermarket chains, Stop & Shop, has officially launched its 20th Anniversary campaign, marking two decades under the City Pharmacy Ltd Group since its acquisition in 2005.
Stop & Shop’s roots trace back to 1987 when the first supermarket opened at Garden City, Boroko — alongside PNG’s first City Pharmacy — under the Steamships Trading Company. This joint opening marked the beginning of the CPL Group journey, led by Founder and current chairman, Sir Mahesh Patel.
In 2005, CPL Group diversified its operations by acquiring the Stop & Shop brand, taking over stores at Downtown, Boroko, North Waigani, and the original Waigani Central. The retail chain has since grown to include locations in Koki, Badili, Harbour City, and Airways Express.
Despite suffering losses during the January 10th, 2024 unrest — which saw stores in Rainbow, North Waigani, Harbour City, and Badili looted — CPL swiftly reopened Badili and launched new outlets at 8 Mile and Rainbow within the same year. Today, the total number of operational stores stands at seven.
To commemorate the milestone, Stop & Shop has introduced a commemorative anniversary logo and kicked off the “Share Your Shopping Memories, and Recreate and Win” promotion. Customers are encouraged to share their past experiences with the brand or recreate the iconic SNS family logo outside stores to win Real Rewards points and free gift cards.
In addition, the supermarket has rolled out a new “Hauslain Packs” promotion — offering daily family essential bundles priced at K20, K50, and K100. The packs, available in limited quantities, are tailored to help families with everyday shopping needs and are available across all Stop & Shop outlets.
CPL Group — established in 1987 — continues its mission of enriching lives throughout Papua New Guinea through its portfolio of trusted brands including Stop & Shop, City Pharmacy, Hardware Haus, Bon Café, Jacks of PNG, Prouds, and more.",Business,Trust
NTC approve Steamship’s 3YTEP,04/06/2025,https://tvwan.com.pg/news/4727,"The National Training Council (NTC) approved the Steamship’s Three-Year Training and Employment Plan (3YTEP) with a Certificate of Compliance and Approval Letter covering years 2025-2028, signifying a first time of NTC working with Steamships.
Steamships is a dedicated and long-serving company in PNG and is deeply focused on a training and localization plan, with a structured and deliberate commitment to equip, empower and promote Papua New Guineans across all levels of the organization.  The National Training Council’s 3YTEP is a strategic initiative designed to align with the National Training Policy 2022–2032, aiming to enhance human resource development in Papua New Guinea.
By establishing a framework for employers to submit their training and employment plans, the Council seeks to identify and address the specific training needs of the workforce.
The commitment to maintaining the confidentiality of workforce and training data ensures that individual companies can provide accurate information without privacy concerns.
This aggregated data will play a crucial role in highlighting training gaps across both private and public sectors, enabling targeted interventions by training providers to meet local demands.
Moreover, access to this consolidated data empowers the National Training Council on behalf of the Department and Ministry of Labour and Employment to deliver informed and strategic advice to the Government regarding policy decisions that impact training and employment initiatives.
It is anticipated that the insights gained from the 3YTEP, would be utilized by the Council to advocate for relevant policies that support skill development and workforce readiness, ultimately contributing to the economic growth of Papua New Guinea.
Steamships Managing Director, Chris Daniells stated that as part of this commitment, Steamships has rolled out a combination of technical, behavioural, and leadership programs that have been designed specifically to empower exceptional employees who have shown leadership qualities.
These include: John Swire and Sons Leadership Philosophy, which emphasizes growing leaders from within, building character alongside competence, and creating a culture of responsibility, resilience, and long-term thinking.  National Training Council Director, Kinsella Geoffrey commended Steamships in addressing the role of PNG government through NTC, with efforts made by Steamships in training and developing the workforce, noting that many individuals who have received training over the years have successfully transitioned into the economy.
This acknowledgment is part of a broader government agenda aimed at enhancing training and employment opportunities for the youth and the general public, particularly in response to criticism regarding job creation.  “It is recognized that both the government and private sector play crucial roles in this endeavour, and there is a need for better communication of their achievements to stakeholders and the general public.
“The introduction of a three-year training and employment plan will serve as a benchmark to measure Steamships' performance, ensuring that progress is reported to the Department and Ministry of Labour and Employment,” said Geoffrey.  Various internal programs, such as the graduate development and leadership programs, have been acknowledged for their positive impact.
Additionally, the establishment of a Learning Resource Centre and a Maritime College is anticipated to enhance training prospects for both new entrants and those seeking refresher courses.",Business,Trust
CPL Group Adjusts Pricing as Government Drops GST on Essentials,04/06/2025,https://tvwan.com.pg/news/4723,"CPL Group has announced the implementation of new pricing across all its retail outlets, following the Government’s decision to zero-rate Goods and Services Tax (GST) on essential goods.
The announcement comes after the Internal Revenue Commission (IRC) issued a directive on May 19, 2025, instructing retailers to remove GST from a list of basic household necessities. The tax exemption period runs from June 1, 2025, to June 30, 2026.
In an interview at the Stop & Shop’s 20th Anniversary event, CPL’s general manager – Marketing & Advertising, Christopher Lam confirmed the company’s proactive move to pass the savings directly to customers.
“For CPL, we’ve been able to effect it fairly swiftly. When the notice came out, that’s when we started working through all of our product categories. Even with the list saying thirteen products or thirteen categories. For us, we don’t just have one product for one category, there are many different items, so we’ve had to go through over thousands of different SKUs (Stock Keeping Units) to ensure that we comply with the GST changes.
Since Sunday, June 1st, responses have been good from the public when SNS dropped a few toea on the 13 essential household items.
“I think the consensus and the feeling throughout the public is happy and for CPL as well that we were able to act on it swiftly,” Lam added.
The zero-rated items include baby diapers, rice, tinned fish and meat, cooking oil, chicken, wheat flour, biscuits, instant noodles, sanitary pads, soap, and tea.
He stressed CPL’s ongoing cooperation with the IRC to ensure full compliance and pricing transparency.
CPL Group, which owns popular retail brands such as Stop & Shop, City Pharmacy, Hardware Haus, Bon Café, and Fresh Express, said it is committed to supporting national efforts to ease economic pressure on households.
The announcement was made as Stop & Shop celebrates two decades of service to the community – a milestone that, reinforces the company’s dedication to nation-building through reliable service and customer care.",Business,Joy
Trukai Industries prioritises consumer relief,04/06/2025,https://tvwan.com.pg/news/4719,"Papua New Guinea's leading rice manufacturer, Trukai Industries producing iconic brands such as Trukai, Roots Rice, and Wantok Rice welcomed the recent decision by the Government to implement a zero-rating for Goods and Services Tax (GST) on essential goods.
The GST cut on 13 essential items was effective from Sunday, June 1, 2025, to June 30, 2026.
Trukai Industries acknowledges the Government's intention to provide direct relief to consumers during these challenging economic times.
The company values its consumers and has welcomed the government’s significant initiative, recognizing its potential to alleviate financial pressures on households across the country.
Head of Trukai Industries, Andrew Grace, expressed his strong support for this measure, stating, “We are right behind the PNG Government on this. We know times are tough for families across PNG right now, and removing the tax on essential items is a great way to help everyone stretch their budgets a little further.”
He said Trukai Industries remains dedicated to providing high-quality, nutritious rice products to all Papua New Guineans at affordable prices.",Business,Trust
Kieseker is Remington Group CEO,04/06/2025,https://tvwan.com.pg/news/4717,"Remington Group, one of Papua New Guinea’s longest-standing businesses, has announced the appointment of Justin Kieseker as Chief Executive Officer.
With 78 years of history behind it, Remington has built a reputation on reliability, resilience, and results. From print and document solutions to ICT and business technology, the Group has remained a key player in PNG’s commercial landscape, and under Justin’s leadership, it's positioning itself for the future.
Kieseker has been with the Group for six years, working across multiple business units and playing a hands-on role in operations, strategy, and growth. His leadership reflects a strong understanding of the local market, the challenges PNG businesses face, and the value of teamwork and consistency.
“This business is built on good people doing good work,” Justin said.
“What’s kept Remington strong all these years isn’t just our products, it’s our people, our customers, and our drive to keep showing up and delivering. I’m proud to be leading a team that genuinely believes in what we do.”
In the months ahead, Kieseker will focus on three key priorities: aligning operations across the Group, building a stronger team culture, and investing in smart, sustainable growth, particularly in ICT and digital infrastructure. His plans include scaling up Remington Digital Solutions and making targeted investments in systems and services that support PNG’s digital future.
The Board of Directors expressed confidence in Kieseker’s appointment, describing it as a “logical next step” for someone who knows the business from the ground up.
“Justin has earned this,” said Board chairman John Beattie.
“He’s proven himself repeatedly, he listens, he leads, and he follows through. That’s what we need.”
As PNG’s economy continues to evolve, Remington Group is focused on staying relevant, resilient, and ready. With Kieseker at the helm, the company states that it will continue doing what it does best, backing its people, serving its customers, and helping drive the country’s digital transformation",Business,Trust
Digicel Foundation awards K1.5 mil in Community Grants,02/06/2025,https://tvwan.com.pg/news/4698,"The Digicel PNG Foundation is proud to unveil the successful recipients of its 2024/25 Community Grants Program, with a record-breaking K1.5 million in funding dedicated to grassroots initiatives across Papua New Guinea.
This year’s program received over 200 applications from community-based organizations nationwide—an inspiring testament to the growing drive among local groups to lead positive change in their communities.
After a thorough and competitive selection process, a number of exceptional projects have been awarded grants to help bring their visions to life.
The Foundation extends its congratulations to all successful recipients and looks forward to showcasing their stories of impact in the coming months.
This year’s grantees include:
Buk Bilong Pikinini (NCD), Nazarene Health Ministries Association (Madang), Ginigoada Foundation (NCD), Catholic Diocese of Daru Health Services (Western), Markham Smart Farmers (Morobe), Ulau Health Centre (Sandaun), Kumura Foundation (Madang), Change 4 Life Foundation (Jiwaka), Adonai’s Widows and Orphans Loving and Caring Ministry (WHP), Pori Development Association (Morobe), Hogave Conservation Centre (EHP), Toga Wanka Community Development (WHP), Veifa’a Health Centre – Catholic Diocese of Bereina (Central), Outreach International of Papua New Guinea (ESP), Gulf Christian Services (Gulf), The Fred Hollows Foundation (Chimbu), Waniati Development Association (EHP), ICare4U (NCD), Witu Island Humanitarian PNG Inc (WNB), West Coast Development Foundation (New Ireland), Vabukori Women’s Association (NCD), Kakatilotilo Women’s Association (Milne Bay), and Wulia Warriors HIV/AIDS Care and Training Centre (WHP).
The Community Grants Program remains a cornerstone of the Foundation’s mission to empower local leaders, strengthen community resilience, and promote inclusive development. Since its inception, the program has supported a wide range of initiatives—from improving access to education and healthcare to advancing gender equality, youth empowerment, and sustainable livelihoods.
“We are inspired by the passion and dedication shown by all applicants,” said Valda Kereu, Acting CEO of Digicel PNG Foundation. “It’s an honour to support these changemakers. When we invest in communities, we invest in the future of Papua New Guinea.”
The program’s impact is already being felt across the country. Past recipients have delivered projects that improved school infrastructure, provided clean water solutions, empowered women economically, and expanded access to essential services in remote areas.
“True progress begins at the grassroots level,” said Tarik Boudiaf, CEO of Digicel PNG. “We are proud to support these inspiring initiatives that are driving real change across Papua New Guinea.”
By increasing its funding this year, the Digicel PNG Foundation reaffirms its commitment to building stronger, more self-reliant communities—and ensuring that no one is left behind.",Community,Joy
JD Elevators PNG Launches New Era,02/06/2025,https://tvwan.com.pg/news/4694,"After eight years of operating under the name Orbitz Elevators, one of Papua New Guinea’s elevator solution providers has rebranded to JD Elevators PNG.
The announcement was made during an office launch event in Port Moresby on Friday, May 30, where country manager Raymond Guy introduced the new brand and shared highlights of the company’s journey.
Effective from April 1, 2025, JD Elevators PNG represents a new corporate strategy that aligns with its parent company in Australia and sets the foundation for regional growth across the Pacific and Asia.
Despite the name change, the company reaffirmed its strong commitment to Papua New Guinea, focusing on customer service, staff development, and community reinvestment.
“PNG remains a strategic inspiration for our business,” said Guy. “Our focus is on improving lives—professionally and socially—through opportunity and excellence.”
The rebrand honours the company’s founder, Jonathan Dwayre, whose vision-built Orbitz Elevators into a respected brand with a reputation for safety, innovation, and local empowerment.
Staff uniforms, vehicles, and email communications have all transitioned to reflect the new identity, while clients are invited to engage directly with senior leaders to learn more about plans.",Business,Anticipation
Morobe coffee exported to Dubai,01/06/2025,https://tvwan.com.pg/news/4686,"Morobe Province has exported its first-ever international export of premium green bean coffee, which sets the stage for future exports.
In a coordinated effort, over 121 bags weighing 7.3 tonnes were prepped for Dubai.
Prime Minister James Marape has hailed the inaugural air shipment of Morobe-grown coffee to Dubai as a “monumental breakthrough” for Papua New Guinea’s agricultural exports, marking a powerful step forward in unlocking the full economic potential of rural communities and affirming the Government’s commitment to commercialising agriculture.
Speaking in Port Moresby on the occasion of the official export departure, Prime Minister Marape praised the milestone as a gift to the nation during its 50th year of independence.
“Today, we are not just sending coffee to the world — we are sending a message: Papua New Guinea is ready to compete in global markets with the best of what our people grow,” Prime Minister Marape said.
“This airfreight shipment of premium Morobe coffee to Dubai is not merely a trade transaction. It is a symbol of our farmers’ resilience, our land’s richness, and our government’s ambition to transform agriculture into a powerful engine of economic growth.”
The shipment, spearheaded by local agribusiness AFIA PNG, included an initial 30 bags of specialty Morobe coffee, with a further 91 bags prepared for subsequent deliveries. The consignment was flown directly from Port Moresby to Dubai, showcasing PNG’s growing capacity to meet international demand through airfreight logistics.
“This is history in motion,” the Prime Minister said.
“We commend AFIA PNG and the Morobe Provincial Government for their visionary leadership. This is what it means to take back PNG — by empowering our people, our products, and our provinces.”
Prime Minister Marape said the Government’s focus under the National Agriculture Sector Plan (NASP 2024–2033) is to support exactly such models of innovation and export-led growth. He reaffirmed his government’s intent to replicate the AFIA approach across all agricultural regions.
“What AFIA PNG has achieved must not remain an isolated success,” Prime Minister Marape stressed.
He said the government will work to expand this model to other provinces.
“We want to see vanilla in East Sepik, cocoa in East New Britain, oil palm in Oro, rice in Central, and fisheries in Manus and Milne Bay reach global markets with the same success.
The Prime Minister said the shipment also sends a powerful signal to international buyers and investors about the quality, ethics, and distinctiveness of Papua New Guinea’s agricultural products.",Business,Anticipation
Share a Coke Returns Nationwide,31/05/2025,https://tvwan.com.pg/news/4666,"The excitement of finding your name on a Coca-Cola bottle is back as the iconic Share a Coke campaign returns to Papua New Guinea.
The campaign invites fans to once again connect with friends and family through personalised Coca-Cola Original Taste cans and bottles — each featuring one of almost 85 selected names and nicknames.
From individual names like ‘Michael’, ‘Grace’, ‘Susan’, ‘Nigel’, ‘Serah’, and ‘Jack’, to collective nicknames such as ‘Wantok’, ‘Bestie’, ‘Susa’, and ‘Olgeta’, the range reflects PNG’s diverse and close-knit communities.
Available in major supermarkets and food stores across the country for a limited time, these cans are creating fun, personal moments in everyday settings.
For those unable to find their name in stores, Coca-Cola is taking the experience on the road. Starting 21st June, over 50 personalisation pop-up stations will be set up across PNG — at universities, shopping centres, and cultural events — where people can create their very own custom Coke can with a name or message of their choice.
“Share a Coke is not just about finding your name on a bottle or can; it's about creating moments of joy and connection,” says Rachel Miryam Nainggolan, Senior Brand Manager, Coca-Cola PNG.
Tim Solly, Sales and Commercial Director of Coca-Cola Europacific Partners, adds, “We’re excited to visit communities nationwide and bring the experience directly to the people.”
To find a pop-up near you, visit: www.coca-cola.com/pg/en/offerings/share-a-coke",Marketing,Joy
Government Keen to Create Attractive Business Environment,29/05/2025,https://tvwan.com.pg/news/4654,"Minister for International Trade and Investment, Richard Maru says the National Government is committed to creating a more attractive business environment by investing in ease of doing business interventions.
Minister Maru made this statement during his keynote address to members of the Government Agencies and the private sector who gathered in Lae, Morobe Province, for the 8th Customs Business Consultative Forum under the theme, “Customs Delivering on its Commitment to Efficiency, Security and Prosperity,” hosted by the PNG Customs Service.
Minister Maru acknowledged that PNG is not an attractive place to do business right now compared to other countries.
“I want to thank all our Government Agencies and our private sector for hanging in there despite all the challenges that we are facing as a country including highest unemployment, highest law-and-order problems, serious foreign currency issues, national debt of over K60 billion, and depreciating Kina value which have made it very difficult especially for our private sector. Our biggest problem in the last 50 years has been this: We have failed to build a strong and robust economy like other countries. After 50 years, PNG’s GDP sits at about US$ 30 billion.”
But not all is doom and gloom. Minister Maru stated, “Because we have seven new resource projects coming up including Papua LNG, Pasca Gas, P’nyang Gas Project, Wafi-Golpu Mine, Frieda Mine, Wildebeest and Namabarope. These resource projects will underpin the economy going forward. To create the 1 million jobs as stipulated in our Medium-Term Development Plan 4, we must change our policies, we must downstream process all our resources, we must compete with the rest of the world to bring in foreign direct investments, and the best way to do it is to develop Special Economic Zones (SEZs) as the main driver of future economy growth. SEZs will be very critical.”
Minister Maru added, “Our over reliance on the mining and petroleum sector has been our biggest mistake since Independence. While we have seven resource projects in the pipeline for the next ten years, this sector will not be our future. Our future will be downstream processing of all our logs and fisheries resources, manufacturing of all our raw materials in country, and replacing imports like rice. This is the future.”
Minister Maru also informed the participants on the review of tariffs and the need to protect the manufacturing sector, and the need to bring in a new anti-dumping legislation to protect the industries from dumping of products from other countries.
“The Government remains committed to fostering a sustainable and diversified economy by reducing dependence on foreign aid, strengthening trade partnerships to create a more competitive business environment, and making PNG an attractive destination for global investors. We are looking at building new trade and investment partnership with Indonesia, Thailand and the United Arab Emirates, and also deepen and strengthen our trade and investment relationship with China and Japan on the back of a Comprehensive Economic Partnership Agreement,” said Minister Maru.
Minister Maru extended an invitation to all participants at the forum to attend the upcoming launch of the PNG SEZ Foundation Policy on June 16, 2025, and the 2nd PNG SEZ Summit that will be hosted at the Hilton Hotel in Port Moresby from August 31 – September 3, 2025.",Business,Anticipation
BSP Leads Regional Currency Strategy,29/05/2025,https://tvwan.com.pg/news/4643,"BSP Financial Group Limited (BSP) is showcasing its regional leadership in financial services at the Currency Conference, held from 27 to 30 May 2025 in Bangkok, Thailand.
This premier global event brings together central banks, monetary authorities, and currency industry experts to discuss policies, innovations, and best practices in managing currency.
On Wednesday, 28 May, BSP’s Group Chief Operations Officer, Nuni Kulu, delivered a keynote address at the Digital Currency Workshop, focusing on BSP’s efforts to balance digital transformation with effective cash management across the South Pacific.
“Our approach is to strike the right balance—optimising cash handling while expanding digital access to ensure no one is left behind,” said Mrs. Kulu.
She highlighted BSP's initiatives in mobile and electronic banking and its robust cash optimisation strategies, which aim to improve efficiency, reliability, and customer experience throughout the region.
BSP’s participation in the conference reflects its commitment to advancing digital financial inclusion while maintaining strong and reliable cash services to support inclusive economic growth in the Pacific.",Business,Trust
