"Title","Date","URL"
"Minister Reaffirms Rule of Law Over Customary Settlements",2025-10-21,"https://tvwan.com.pg/news/6536"
"Novel “Forgotten Land” Reveals Rabaul’s Past",2025-10-21,"https://tvwan.com.pg/news/6535"
"Rocket stoves to improve rural standards",2025-10-21,"https://tvwan.com.pg/news/6534"
"Houses burnt, several injured in Chimbu tribal clash",2025-10-21,"https://tvwan.com.pg/news/6533"
"Gov’t will continue to pursue environmental policies: Marape",2025-10-21,"https://tvwan.com.pg/news/6530"
"Building Workforce Capability in Chimbu",2025-10-21,"https://tvwan.com.pg/news/6529"
"Grey listing unavoidable, says Barker",2025-10-21,"https://tvwan.com.pg/news/6527"
"KPHL board welcome courts decision",2025-10-21,"https://tvwan.com.pg/news/6522"
"Kieta (Aropa) Airport Undergoes Essential Maintenance and Upgrades",2025-10-20,"https://tvwan.com.pg/news/6517"
"NCD PHA Rolls Out Second Round of Polio Vaccination Campaign",2025-10-20,"https://tvwan.com.pg/news/6516"
"PNGDF – ADF relations strengthened",2025-10-20,"https://tvwan.com.pg/news/6513"
"Why PNGUoT’s dining hall cost more",2025-10-20,"https://tvwan.com.pg/news/6510"
"Alotau receives medical supplies by road",2025-10-20,"https://tvwan.com.pg/news/6509"
"Tusbab Secondary Celebrates Grade 10 and 12 Graduation",2025-10-20,"https://tvwan.com.pg/news/6505"
"Women cricketers claim victory",2025-10-19,"https://tvwan.com.pg/news/6503"
"Retired teachers' entitlements paid",2025-10-19,"https://tvwan.com.pg/news/6500"
"LOs urged to work in unity for LNG benefits",2025-10-19,"https://tvwan.com.pg/news/6499"
"Tusbab Secondary Celebrates Grade 10 and 12 Graduation",2025-10-19,"https://tvwan.com.pg/news/6498"
"Students appear in court",2025-10-19,"https://tvwan.com.pg/news/6497"
"Hela’s partnership in development praised",2025-10-19,"https://tvwan.com.pg/news/6496"
"EU Ambassador presents Credentials",2025-10-18,"https://tvwan.com.pg/news/6490"
"PPL supports 15-mile police",2025-10-18,"https://tvwan.com.pg/news/6486"
"Minor adjustments to Grade 8 Exam dates",2025-10-18,"https://tvwan.com.pg/news/6485"
"Pacific pilgrims arrive in Rome ahead of P Blessed Peter To Rot’s Canonisation",2025-10-18,"https://tvwan.com.pg/news/6484"
"Disgruntled students query subsidy payment",2025-10-18,"https://tvwan.com.pg/news/6483"
"Advanced coconut processing hub",2025-10-18,"https://tvwan.com.pg/news/6482"
"National Exams Remain; Selections to be Phased Out",2025-10-17,"https://tvwan.com.pg/news/6475"
"IMPACT Health Project restructure",2025-10-16,"https://tvwan.com.pg/news/6470"
"A faith-driven approach to youth and child welfare",2025-10-16,"https://tvwan.com.pg/news/6465"
"Kombra addresses exam cheating",2025-10-15,"https://tvwan.com.pg/news/6461"
"Australia Gov’t support elevates rural women",2025-10-15,"https://tvwan.com.pg/news/6460"
"PM Marape commends Wantok Radio Light",2025-10-15,"https://tvwan.com.pg/news/6459"
"837 DWU undergraduates missioned",2025-10-15,"https://tvwan.com.pg/news/6455"
"Police ban student outings after island tragedy",2025-10-15,"https://tvwan.com.pg/news/6453"
"Women researchers in Australia for advanced training",2025-10-15,"https://tvwan.com.pg/news/6452"
"Pacific women in tennis workshop",2025-10-15,"https://tvwan.com.pg/news/6448"
"Man found dead after missing for 10 days",2025-10-14,"https://tvwan.com.pg/news/6445"
"MSG Draw Unveiled",2025-10-14,"https://tvwan.com.pg/news/6440"
"Grade 10 students in Simbu arrested",2025-10-14,"https://tvwan.com.pg/news/6438"
"Nakanai counterfund Rural Service Delivery project",2025-10-14,"https://tvwan.com.pg/news/6432"
"Gordon police barracks get new accommodation",2025-10-14,"https://tvwan.com.pg/news/6431"
"Authorities search for missing student",2025-10-13,"https://tvwan.com.pg/news/6427"
"Reality check for Kumuls",2025-10-13,"https://tvwan.com.pg/news/6426"
"Drug bust in Rai Coast",2025-10-13,"https://tvwan.com.pg/news/6425"
"Promoting clean, safe workspaces",2025-10-13,"https://tvwan.com.pg/news/6422"
"Rosso praises rescue of Morobe’s conjoined twins",2025-10-13,"https://tvwan.com.pg/news/6420"
"New director for RPNGC internal affairs",2025-10-13,"https://tvwan.com.pg/news/6419"
"Marape: Chiefs, a symbol of unity",2025-10-12,"https://tvwan.com.pg/news/6412"
"Road Brings Hope Home",2025-10-12,"https://tvwan.com.pg/news/6407"
"Rare Conjoined Twins Born in Finschhafen",2025-10-12,"https://tvwan.com.pg/news/6405"
"Key resolutions from the 34th Snr Edu Officers Conference",2025-10-11,"https://tvwan.com.pg/news/6402"
"Marape Commits to Bougainville Peace Process",2025-10-11,"https://tvwan.com.pg/news/6401"
"05th Bougainville Parliament Inaugurated",2025-10-11,"https://tvwan.com.pg/news/6395"
"PNGEA Strategy Launched",2025-10-11,"https://tvwan.com.pg/news/6393"
"AROB to host 35th education conference",2025-10-11,"https://tvwan.com.pg/news/6392"
"Fijian staff mark national day",2025-10-10,"https://tvwan.com.pg/news/6389"
"PNGUoT celebrates new dining hall",2025-10-10,"https://tvwan.com.pg/news/6388"
"Supreme Court dismisses Niningi application on Connect PNG",2025-10-10,"https://tvwan.com.pg/news/6386"
"Former Telikom staff want full entitlement",2025-10-10,"https://tvwan.com.pg/news/6381"
"Late Wenge’s body returns home for burial",2025-10-09,"https://tvwan.com.pg/news/6375"
"Hoskins Airport under maintenance",2025-10-09,"https://tvwan.com.pg/news/6373"
"Fourth CMCA Signed With Increased Benefits",2025-10-09,"https://tvwan.com.pg/news/6366"
"Police printing office opened",2025-10-08,"https://tvwan.com.pg/news/6362"
"Mining wealth not reaching people: Marape",2025-10-08,"https://tvwan.com.pg/news/6361"
"Integrating Senisim Pasin program into policy",2025-10-08,"https://tvwan.com.pg/news/6360"
"From Battlefield to Bonding",2025-10-08,"https://tvwan.com.pg/news/6359"
"CLRC officers challenged to drive change",2025-10-08,"https://tvwan.com.pg/news/6356"
"PNG’s economic outlook remains positive: IMF",2025-10-08,"https://tvwan.com.pg/news/6355"
"Port Moresby Unites for PINKtober",2025-10-08,"https://tvwan.com.pg/news/6353"
"Understanding Reached to Complete Key Reviews",2025-10-08,"https://tvwan.com.pg/news/6352"
"Marape reaffirms Government’s commitment to Western",2025-10-08,"https://tvwan.com.pg/news/6351"
"Lae Earthquake Impacts Network",2025-10-08,"https://tvwan.com.pg/news/6350"
"Pukpuk Treaty A PNG-Initiated Move, Not an Australian Imposition",2025-10-08,"https://tvwan.com.pg/news/6349"
"Classes suspended to observe late Wenge’s funeral",2025-10-07,"https://tvwan.com.pg/news/6347"
"Dr Billy welcomes Defence Treaty",2025-10-07,"https://tvwan.com.pg/news/6346"
"New Forestry plantation extension program launched",2025-10-07,"https://tvwan.com.pg/news/6341"
"Free Eye Screening on World Sight Day",2025-10-07,"https://tvwan.com.pg/news/6339"
"Niningi Pledges K100,000 as Start-up Capital for SME",2025-10-07,"https://tvwan.com.pg/news/6338"
"EU-FCCB Celebrates Green Diplomacy Week with Students and Civil Society",2025-10-07,"https://tvwan.com.pg/news/6335"
"A modern horror story",2025-10-06,"https://tvwan.com.pg/news/6334"
"234 grade 10 students of Kiunga Secondary set for exam",2025-10-06,"https://tvwan.com.pg/news/6333"
"Sentencing conference opens",2025-10-06,"https://tvwan.com.pg/news/6332"
"17 houses burnt, communities flee",2025-10-06,"https://tvwan.com.pg/news/6331"
"No students must be left out: Education Secretary",2025-10-06,"https://tvwan.com.pg/news/6330"
"IRC directed to review mining companies’ taxes",2025-10-06,"https://tvwan.com.pg/news/6328"
"PNG supports Australia’s bid for COP31",2025-10-06,"https://tvwan.com.pg/news/6321"
"Late Wenge was a great leader, says PM",2025-10-05,"https://tvwan.com.pg/news/6320"
"Poroma – Kutubu road cleared",2025-10-05,"https://tvwan.com.pg/news/6319"
"PM Marape reaffirms commitment to Enga",2025-10-05,"https://tvwan.com.pg/news/6318"
"NEC endorses Social Media Policy",2025-10-05,"https://tvwan.com.pg/news/6315"
"Airbus A220 makes first flight to Lae",2025-10-05,"https://tvwan.com.pg/news/6314"
"Marape Launches Reset PNG@50 to Drive Reform and Strengthen Nation",2025-10-05,"https://tvwan.com.pg/news/6311"
"Wildlife Guardians Honored",2025-10-04,"https://tvwan.com.pg/news/6307"
"Over 200 Students Attend NEXTGEN ICT Expo",2025-10-04,"https://tvwan.com.pg/news/6305"
"Indonesia, WNB Forge Stronger Ties",2025-10-04,"https://tvwan.com.pg/news/6303"
"Porgera LO funds kept in trust",2025-10-04,"https://tvwan.com.pg/news/6301"
"Takuru 4s Underway",2025-10-04,"https://tvwan.com.pg/news/6299"
"PNG Marks Cyber Security Month with Awareness Drive",2025-10-04,"https://tvwan.com.pg/news/6297"
"Manning Directs Senior Police To Report To Highlands Posts",2025-10-04,"https://tvwan.com.pg/news/6295"
"Simbu College Makes Progress",2025-10-04,"https://tvwan.com.pg/news/6293"
"MOU signed to start work on Sikau Hydro Power Project",2025-10-04,"https://tvwan.com.pg/news/6292"
"Rainbow needs proper market facility",2025-10-03,"https://tvwan.com.pg/news/6290"
"POMCA Set for Finals Showdown",2025-10-03,"https://tvwan.com.pg/news/6289"
"Kindy Dreams and Teachers Honoured at Tutu Beach ELC",2025-10-03,"https://tvwan.com.pg/news/6288"
"Climate actions to empower communities",2025-10-03,"https://tvwan.com.pg/news/6287"
"Lae shops closed",2025-10-03,"https://tvwan.com.pg/news/6285"
"Mid-term review of National Trade Policy underway",2025-10-03,"https://tvwan.com.pg/news/6284"
"State owes NSL over K100 million",2025-10-03,"https://tvwan.com.pg/news/6283"
"Education Partnership Sparks Transformation",2025-10-03,"https://tvwan.com.pg/news/6282"
"Residents urged to look after business houses",2025-10-03,"https://tvwan.com.pg/news/6281"
"Over K1B required to fix aging UPNG infrastructure",2025-10-02,"https://tvwan.com.pg/news/6280"
"Plans to revive IIimo farm",2025-10-02,"https://tvwan.com.pg/news/6279"
"Leaders unite to honor Late Luther Wenge",2025-10-02,"https://tvwan.com.pg/news/6278"
"Talks on FATF grey listing continues as PNG reaches deadline",2025-10-02,"https://tvwan.com.pg/news/6277"
"Cabinet approves PNG-Aus Defence Treaty",2025-10-02,"https://tvwan.com.pg/news/6276"
"Public holiday for Morobe tomorrow",2025-10-02,"https://tvwan.com.pg/news/6275"
"Fuel Security Boost for PNG",2025-10-02,"https://tvwan.com.pg/news/6272"
"Wards in Rabaul reconcile",2025-10-02,"https://tvwan.com.pg/news/6271"
"Lae anticipates public holiday",2025-10-02,"https://tvwan.com.pg/news/6270"
"Japanese Development Scholarship Opens Doors for PNG’s Future Leaders",2025-10-02,"https://tvwan.com.pg/news/6267"
"CCDA 3rd National Summit begins",2025-10-02,"https://tvwan.com.pg/news/6263"
"Madang police ready to deliver LLG elections",2025-10-01,"https://tvwan.com.pg/news/6261"
"Urgent plea for information into Erima gang rape",2025-10-01,"https://tvwan.com.pg/news/6259"
"18 cadets participate in NAC’s Cadet program",2025-10-01,"https://tvwan.com.pg/news/6258"
"Kiunga Airport undergoes maintenance",2025-10-01,"https://tvwan.com.pg/news/6257"
"Magistrates Judicial Orientation program opens",2025-10-01,"https://tvwan.com.pg/news/6254"
"Huon Gulf pays tribute to Wenge",2025-10-01,"https://tvwan.com.pg/news/6253"
"Marape Proposes Distinct Budget for Opposition",2025-10-01,"https://tvwan.com.pg/news/6252"
"Madang Province ahead with LLG election preparations",2025-10-01,"https://tvwan.com.pg/news/6251"
"Sign language milestone strengthens justice",2025-09-30,"https://tvwan.com.pg/news/6248"
"NIP & Dei by-elections set",2025-09-30,"https://tvwan.com.pg/news/6245"
"NEA Launches Renewable Energy Policies",2025-09-30,"https://tvwan.com.pg/news/6240"
"Major sponsors back summit",2025-09-30,"https://tvwan.com.pg/news/6235"
"Daulo Commodities wins National Energy Globe Award",2025-09-30,"https://tvwan.com.pg/news/6232"
"Gold smugglers still at large",2025-09-29,"https://tvwan.com.pg/news/6231"
"PNG to be grey-listed in February 2026",2025-09-29,"https://tvwan.com.pg/news/6230"
"3rd National Climate Change Summit vital",2025-09-29,"https://tvwan.com.pg/news/6229"
"K50,000 to upgrade remote school facilities",2025-09-29,"https://tvwan.com.pg/news/6227"
"Barras perform well for Oman tour",2025-09-29,"https://tvwan.com.pg/news/6225"
"Toroama retains ABG Presidential seat",2025-09-29,"https://tvwan.com.pg/news/6217"
"MV IBK delivers materials, food on maiden trip",2025-09-28,"https://tvwan.com.pg/news/6211"
"PM Marape advocates for peace at UN meeting",2025-09-27,"https://tvwan.com.pg/news/6204"
"Consultation Advances Disability Inclusion",2025-09-27,"https://tvwan.com.pg/news/6203"
"Okapa MP Set 50-Year Vision for District",2025-09-27,"https://tvwan.com.pg/news/6202"
"Election Materials for EHP Received and Secured",2025-09-27,"https://tvwan.com.pg/news/6200"
"High management turnover at SOEs a concern",2025-09-27,"https://tvwan.com.pg/news/6199"
"Parties overlooked education calendar",2025-09-26,"https://tvwan.com.pg/news/6193"
"HWPL 11th World Peace Summit",2025-09-26,"https://tvwan.com.pg/news/6188"
"Eoe confirms LLG elections moved to October 25",2025-09-25,"https://tvwan.com.pg/news/6187"
"PPL told to fix aging blackouts",2025-09-25,"https://tvwan.com.pg/news/6185"
"Marape commends PNG Customs for confiscating undeclared cigarettes",2025-09-25,"https://tvwan.com.pg/news/6181"
"LLG polling deferred to October 25",2025-09-25,"https://tvwan.com.pg/news/6173"
"Sonk withdraws court proceedings",2025-09-25,"https://tvwan.com.pg/news/6169"
"Nipa-Kutubu situation contained",2025-09-24,"https://tvwan.com.pg/news/6162"
"NCDPHA sign MoU with Wonkwang University",2025-09-24,"https://tvwan.com.pg/news/6160"
"Four NCD PHA staff recognised",2025-09-23,"https://tvwan.com.pg/news/6155"
"Lae applauded",2025-09-23,"https://tvwan.com.pg/news/6152"
"Late Wenge to be accorded ‘all respect and protocol’",2025-09-23,"https://tvwan.com.pg/news/6151"
"Yafai Misappropriation Case Deferred",2025-09-23,"https://tvwan.com.pg/news/6150"
"Rabaul launches Rural Services Delivery Projects",2025-09-23,"https://tvwan.com.pg/news/6149"
"Schnaubelt pushes for additional electorate",2025-09-23,"https://tvwan.com.pg/news/6148"
"Late Wenge to lie in state on October 2nd",2025-09-23,"https://tvwan.com.pg/news/6147"
"Refrain from committing crime, warns Manning",2025-09-23,"https://tvwan.com.pg/news/6146"
"PNG elected to International Criminal Police Organization",2025-09-23,"https://tvwan.com.pg/news/6144"
"Lae City FC remains hopeful after bid fails",2025-09-22,"https://tvwan.com.pg/news/6140"
"Health Workers Trained on Grievance Mechanism",2025-09-22,"https://tvwan.com.pg/news/6138"
"A new chapter in teacher education",2025-09-22,"https://tvwan.com.pg/news/6136"
"Safer seas, bigger catches",2025-09-22,"https://tvwan.com.pg/news/6132"
"Nonga Hospital healthcare capacity boosted",2025-09-22,"https://tvwan.com.pg/news/6131"
"Air Niugini flight lands safely",2025-09-22,"https://tvwan.com.pg/news/6129"
"Popondetta hosts education conference",2025-09-21,"https://tvwan.com.pg/news/6127"
"Afore 50th anniversary gift",2025-09-21,"https://tvwan.com.pg/news/6126"
"New Lae market set to open in 2027",2025-09-20,"https://tvwan.com.pg/news/6123"
"Sonk questions legality of new KPHL board",2025-09-20,"https://tvwan.com.pg/news/6121"
"Australia Funds Moresby Theatre Revamp",2025-09-20,"https://tvwan.com.pg/news/6120"
"NGCB supports Goroka show with K400,000",2025-09-20,"https://tvwan.com.pg/news/6118"
"Digital connectivity vital",2025-09-20,"https://tvwan.com.pg/news/6115"
"Mock battle colours North Fly celebrations",2025-09-20,"https://tvwan.com.pg/news/6114"
"Morobe Tertiary students pay respects to Wenge",2025-09-19,"https://tvwan.com.pg/news/6111"
"Sonk ordered to receive suspension notice",2025-09-19,"https://tvwan.com.pg/news/6108"
"Crossroads at 50 Years",2025-09-19,"https://tvwan.com.pg/news/6107"
"Canada supports ‘One Health’ initiative",2025-09-19,"https://tvwan.com.pg/news/6106"
"Lufa district gets united",2025-09-19,"https://tvwan.com.pg/news/6104"
"Sonk suspended",2025-09-19,"https://tvwan.com.pg/news/6101"
"First AI usage to Detect TB in PNG",2025-09-19,"https://tvwan.com.pg/news/6100"
"Two deaths reported during 50th celebrations",2025-09-19,"https://tvwan.com.pg/news/6099"
"PNG National Reset Convergence",2025-09-19,"https://tvwan.com.pg/news/6098"
"Ok Tedi, a partner in nation building",2025-09-18,"https://tvwan.com.pg/news/6097"
"Moresby South host peaceful celebrations",2025-09-18,"https://tvwan.com.pg/news/6094"
"Nature Park opens revived Orchid Garden",2025-09-18,"https://tvwan.com.pg/news/6090"
"Duke of Edinburgh Award reintroduced",2025-09-17,"https://tvwan.com.pg/news/6089"
"PNG, U.S Sign 50-Year Framework of Bilateral Cooperation",2025-09-17,"https://tvwan.com.pg/news/6088"
"Lae celebrates upgraded market",2025-09-17,"https://tvwan.com.pg/news/6085"
"Vibrant colours light up Rabaul celebrations",2025-09-17,"https://tvwan.com.pg/news/6084"
"Taking a stand for referees",2025-09-17,"https://tvwan.com.pg/news/6083"
"North Fly marks 50 years",2025-09-17,"https://tvwan.com.pg/news/6082"
"UniSocial treat for Independence",2025-09-17,"https://tvwan.com.pg/news/6080"
"A call for Unity, Renewal and Transformation",2025-09-17,"https://tvwan.com.pg/news/6078"
"Fuel storage facility breaks ground",2025-09-16,"https://tvwan.com.pg/news/6077"
"PNG Flag Lowered",2025-09-16,"https://tvwan.com.pg/news/6076"
"Celebrating identity",2025-09-16,"https://tvwan.com.pg/news/6075"
"Independence meal delivered to Bomana prison",2025-09-16,"https://tvwan.com.pg/news/6073"
"North Fly celebrates in style",2025-09-16,"https://tvwan.com.pg/news/6071"
"Island community showcase unity",2025-09-16,"https://tvwan.com.pg/news/6070"
"Manning acknowledges citizens",2025-09-16,"https://tvwan.com.pg/news/6069"
"Lae hyped with celebrations",2025-09-16,"https://tvwan.com.pg/news/6068"
"Prince Edward unveils plaque at Court Complex",2025-09-16,"https://tvwan.com.pg/news/6067"
"‘People’s Balus’, a 127-painter masterpiece",2025-09-15,"https://tvwan.com.pg/news/6064"
"PNG pays tribute to Kirk",2025-09-15,"https://tvwan.com.pg/news/6063"
"Lae corporate float colours streets",2025-09-15,"https://tvwan.com.pg/news/6062"
"Cairns marks PNG golden jubilee",2025-09-15,"https://tvwan.com.pg/news/6061"
"Air Niugini Leases “People’s Balus” to Modernize Fleet",2025-09-15,"https://tvwan.com.pg/news/6060"
"Simbu Culture Group Joins National Arts Exhibition in Port Moresby",2025-09-15,"https://tvwan.com.pg/news/6059"
"Prince Edward presents colours",2025-09-15,"https://tvwan.com.pg/news/6058"
"“Peoples Balus” arrives in PNG",2025-09-15,"https://tvwan.com.pg/news/6057"
"Prince Edward to Present Royal Colours to PNG",2025-09-15,"https://tvwan.com.pg/news/6056"
"Prince Edward arrives in Papua New Guinea",2025-09-14,"https://tvwan.com.pg/news/6054"
"Park hosts Pasin Tumbuna festival",2025-09-14,"https://tvwan.com.pg/news/6052"
"Pacific Leaders Arrive for PNG’s 50th Independence Celebrations",2025-09-14,"https://tvwan.com.pg/news/6051"
"Olam back teams in finals showdown",2025-09-14,"https://tvwan.com.pg/news/6050"
"Prince Edward to join PNG’s 50th Celebrations",2025-09-14,"https://tvwan.com.pg/news/6048"
"“Madang Lights Up 50th Independence Celebrations Shine Despite the Rain”",2025-09-13,"https://tvwan.com.pg/news/6047"
"New court complex restores confidence in justice system",2025-09-13,"https://tvwan.com.pg/news/6045"
"Madang police operation receives support",2025-09-13,"https://tvwan.com.pg/news/6044"
"PM pays tribute to vibrant leader",2025-09-13,"https://tvwan.com.pg/news/6043"
"Rosso pays tribute",2025-09-13,"https://tvwan.com.pg/news/6041"
"Canoes re-live history",2025-09-13,"https://tvwan.com.pg/news/6040"
"Marape acknowledges judiciary pioneers",2025-09-13,"https://tvwan.com.pg/news/6039"
"Morobe Governor Luther Wenge Passes On",2025-09-13,"https://tvwan.com.pg/news/6037"
"Tigers, Muruks flex up for finals footy",2025-09-13,"https://tvwan.com.pg/news/6035"
"Stories, legends and past connections",2025-09-13,"https://tvwan.com.pg/news/6034"
"23 Karkar canoes on a mission",2025-09-12,"https://tvwan.com.pg/news/6033"
"Take care and celebrate safely: St John Ambulance",2025-09-12,"https://tvwan.com.pg/news/6031"
"Highlands Florists Bring Colour",2025-09-12,"https://tvwan.com.pg/news/6026"
"Australia congratulates PNG judiciary",2025-09-12,"https://tvwan.com.pg/news/6025"
"FPDA marks independence in style",2025-09-12,"https://tvwan.com.pg/news/6024"
"EU, PNG to Sign K125m Support Deal",2025-09-12,"https://tvwan.com.pg/news/6023"
"Joint forces show strength in Lae",2025-09-12,"https://tvwan.com.pg/news/6022"
"People’s Balus to Arrive as PNG Marks 50 Years of Independence",2025-09-12,"https://tvwan.com.pg/news/6021"
"PNG not a failed state",2025-09-12,"https://tvwan.com.pg/news/6020"
"Lives of 30 nation builders documented",2025-09-11,"https://tvwan.com.pg/news/6016"
"Exhibition to be held in Cairns to commemorate PNG’s 50",2025-09-11,"https://tvwan.com.pg/news/6015"
"Mainge Clans Protect Land",2025-09-11,"https://tvwan.com.pg/news/6014"
"Madang police crack down on home brew & noise pollution",2025-09-11,"https://tvwan.com.pg/news/6011"
"Australia strengthens work of the Office of Solicitor General",2025-09-11,"https://tvwan.com.pg/news/6010"
"Lae police issue firm warning",2025-09-11,"https://tvwan.com.pg/news/6009"
"Business houses support police operation",2025-09-11,"https://tvwan.com.pg/news/6008"
"321 lotto opens new branch",2025-09-10,"https://tvwan.com.pg/news/6004"
"Madang General Hospital a ‘Death Trap’",2025-09-10,"https://tvwan.com.pg/news/6002"
"PNG Nurses Association conducts product awareness in Madang",2025-09-10,"https://tvwan.com.pg/news/6001"
"POM City comes under camera surveillance",2025-09-10,"https://tvwan.com.pg/news/5999"
"Waigani Court House Complex Opened",2025-09-10,"https://tvwan.com.pg/news/5998"
"Court complex opening",2025-09-10,"https://tvwan.com.pg/news/5994"
"Many reasons to celebrate, says ENB official",2025-09-10,"https://tvwan.com.pg/news/5992"
"Historic aircraft to be preserved",2025-09-09,"https://tvwan.com.pg/news/5991"
"More than 3000 attend Tama festival",2025-09-09,"https://tvwan.com.pg/news/5990"
"PNG demands regional drug action",2025-09-09,"https://tvwan.com.pg/news/5989"
"Independence surprise performance",2025-09-09,"https://tvwan.com.pg/news/5987"
"POM CITY watch expands reach.",2025-09-09,"https://tvwan.com.pg/news/5986"
"Laloki Secondary Marks Golden Jubilee",2025-09-09,"https://tvwan.com.pg/news/5984"
"Acting CIS Commissioner meets Beon inmates",2025-09-09,"https://tvwan.com.pg/news/5983"
"PIF leaders to join PNG’s Golden Jubilee celebrations",2025-09-09,"https://tvwan.com.pg/news/5979"
"Popondeta Festival Lights Up",2025-09-09,"https://tvwan.com.pg/news/5977"
"Muruks return to the big dance",2025-09-09,"https://tvwan.com.pg/news/5976"
"Lae police to remove provincial flags",2025-09-09,"https://tvwan.com.pg/news/5975"
"TPA launches national travel campaign",2025-09-09,"https://tvwan.com.pg/news/5974"
"Pacific leaders to celebrate with PNG",2025-09-09,"https://tvwan.com.pg/news/5972"
"Campaign against ‘OBT’",2025-09-08,"https://tvwan.com.pg/news/5968"
"CPOPC delegation celebrates pre-independence",2025-09-08,"https://tvwan.com.pg/news/5961"
"PM Marape salutes fathers",2025-09-07,"https://tvwan.com.pg/news/5953"
"Crowds Flock to PNGDF Air Transport Wing Open Day",2025-09-07,"https://tvwan.com.pg/news/5952"
"Simbu invests K900,000 in school facilities",2025-09-07,"https://tvwan.com.pg/news/5951"
"Tanam Adventist’s first pre-independence celebration",2025-09-06,"https://tvwan.com.pg/news/5949"
"Finance Department migrates to Electronic Funds Transfer",2025-09-06,"https://tvwan.com.pg/news/5948"
"PPC Madang addresses fake information",2025-09-05,"https://tvwan.com.pg/news/5944"
"Villagers retaliate against gang",2025-09-05,"https://tvwan.com.pg/news/5942"
"Drones restricted at Air Show tomorrow",2025-09-05,"https://tvwan.com.pg/news/5940"
"Remote school presents SLIP plan",2025-09-05,"https://tvwan.com.pg/news/5939"
"Locals commended for apprehending suspects",2025-09-05,"https://tvwan.com.pg/news/5937"
"Justice Ellis is new resident judge for Wabag",2025-09-05,"https://tvwan.com.pg/news/5936"
